ID,Name,IP,HR,BB,K,HR/9,BB/9,K/9
15655,Abdul-Karim Fadil,16.1,0,3,14,0.0,1.7,7.7
16052,Kyoichi Kobayashi,16.0,1,4,9,0.6,2.2,5.1
15441,Yeong-kil Shin,16.0,2,13,9,1.1,7.3,5.1
14649,Santiago Diaz,15.2,0,1,9,0.0,0.6,5.2
14353,Frank Carrasco,15.1,6,5,7,3.5,2.9,4.1
14555,Tim Knapp,15.1,3,7,12,1.8,4.1,7.0
14182,Israel Franco,15.0,1,3,8,0.6,1.8,4.8
14973,Eddie Gallardo,15.0,2,2,3,1.2,1.2,1.8
14001,Srdjan Mihajlovic,15.0,2,5,9,1.2,3.0,5.4
14958,Bobby Chavez,14.2,3,16,4,1.8,9.8,2.5
14831,Aidan Wilkes,14.2,2,10,15,1.2,6.1,9.2
14715,Ron Bateman,14.1,1,6,13,0.6,3.8,8.2
14892,Miguel Charro,14.1,0,6,9,0.0,3.8,5.7
13897,Bobby Rock,14.1,0,4,7,0.0,2.5,4.4
14457,Robert DeNeve,14.0,0,3,10,0.0,1.9,6.4
13103,Allen Dunbar,14.0,0,7,8,0.0,4.5,5.1
14710,Ken van Brakel,13.2,1,12,8,0.7,7.9,5.3
15131,Ron Barlow,13.1,3,7,9,2.0,4.7,6.1
15146,Patrick Guillot,13.0,2,9,4,1.4,6.2,2.8
15279,Brian Leijs,13.0,4,3,7,2.8,2.1,4.8
14278,Hughie Miller,13.0,3,8,11,2.1,5.5,7.6
13401,Giovanni Canalo,12.2,0,4,8,0.0,2.8,5.7
14823,Zayd Fakhiri,12.1,3,7,9,2.2,5.1,6.6
14198,Lenny McCaffrey,12.1,2,12,8,1.5,8.8,5.8
15152,Alex Silva,12.1,3,13,8,2.2,9.5,5.8
14895,Luis Bustos,12.0,0,4,5,0.0,3.0,3.8
14328,Carlomaria Alti,11.2,0,5,10,0.0,3.9,7.7
14342,Muhsin Fadil,11.2,2,7,7,1.5,5.4,5.4
13856,Jai Flemming,11.1,0,5,4,0.0,4.0,3.2
14771,Hyeon-sang Kim,11.0,2,7,5,1.6,5.7,4.1
15160,Jorge Romero,10.1,1,12,5,0.9,10.5,4.4
14797,Rodolphe Citti,10.0,0,2,6,0.0,1.8,5.4
15281,Brendan Speed,10.0,0,3,3,0.0,2.7,2.7
14365,Marços Sugimoto,9.2,0,5,4,0.0,4.7,3.7
15398,Kelsey van Harten,9.1,1,2,4,1.0,1.9,3.9
14473,Jorge Brushett,8.1,0,7,3,0.0,7.6,3.2
15318,Rhys Brear,8.0,2,7,6,2.2,7.9,6.8
14667,Jake Macgregor,7.2,0,1,6,0.0,1.2,7.0
15907,Graeme Woodruff,7.2,0,1,4,0.0,1.2,4.7
14334,Francisco Chavez,7.1,2,2,1,2.5,2.5,1.2
14751,Kosho Sakata,6.1,1,2,3,1.4,2.8,4.3
14016,Sofian Renard,6.0,0,0,6,0.0,0.0,9.0
15265,Altair bin Fadil,5.2,0,5,3,0.0,7.9,4.8
14053,Harry Moraine,5.2,1,1,3,1.6,1.6,4.8
16162,Carl Sogliano,5.2,0,4,3,0.0,6.4,4.8
15068,Reuben de Leeuw,5.1,0,3,2,0.0,5.1,3.4
15290,Isaac Downing,5.0,0,4,2,0.0,7.2,3.6
14063,Connor Curtis,4.2,1,2,3,1.9,3.9,5.8
15028,Shareef Ya'qub,4.2,1,2,2,1.9,3.9,3.9
15627,Chris Almaguer,4.1,0,0,3,0.0,0.0,6.2
15446,Marcel Baldato,4.1,0,3,1,0.0,6.2,2.1
14641,Joong-hee Kim,4.1,0,1,4,0.0,2.1,8.3
