ID,Name,IP,HR,BB,K,HR/9,BB/9,K/9
13593,David Campos,110.2,11,35,46,0.9,2.8,3.7
14161,Estevan Marte,110.0,7,32,46,0.6,2.6,3.8
13600,Gary Talbot,108.2,5,37,72,0.4,3.1,6.0
12284,HUSSEIN BIN WAJIH,108.1,13,51,67,1.1,4.2,5.6
12882,Ricardo Gutierrez,108.1,12,33,68,1.0,2.7,5.6
13541,Brendan Ayres,105.2,5,34,61,0.4,2.9,5.2
11969,Karst Lubbers,104.1,8,42,73,0.7,3.6,6.3
13047,Shaun Crouch,104.0,7,53,60,0.6,4.6,5.2
13441,Roald ten Have,104.0,5,31,70,0.4,2.7,6.1
11961,Yazeed bin Suhail,102.2,1,69,73,0.1,6.0,6.4
11653,ANTONIO RODRIQUEZ,99.1,14,30,72,1.3,2.7,6.5
15485,Mario Garcia,99.0,18,34,22,1.6,3.1,2.0
13402,Adam Gray,98.2,6,58,58,0.5,5.3,5.3
12957,JAVY RUIZ,97.2,4,29,54,0.4,2.7,5.0
14496,Jeff Buonaiuti,97.0,10,45,66,0.9,4.2,6.1
12680,Ji-hoon Kim,96.2,4,25,70,0.4,2.3,6.5
13312,Fergus Meadows,96.1,7,34,59,0.7,3.2,5.5
12023,Mannuell Uso,95.1,2,21,59,0.2,2.0,5.6
14180,Alexander Baker,94.1,11,41,41,1.0,3.9,3.9
13044,John Luckett,94.0,13,25,63,1.2,2.4,6.0
13325,Rodolfo Mendez,94.0,15,34,63,1.4,3.3,6.0
14736,Michael Utting,92.2,10,40,56,1.0,3.9,5.4
12722,Gus Ramirez,91.1,8,53,65,0.8,5.2,6.4
13525,Dobrica Gorkic,90.2,4,26,59,0.4,2.6,5.9
12656,Hadde ten Veen,90.2,7,18,63,0.7,1.8,6.3
12853,Adnan bin Siraj,89.1,4,40,53,0.4,4.0,5.3
14518,Elias Franco,88.2,3,31,55,0.3,3.1,5.6
13565,Bert Baird,88.1,14,54,67,1.4,5.5,6.8
14132,Mark Atkinson,87.1,11,42,49,1.1,4.3,5.0
13135,Mick Roberts,83.1,7,39,33,0.8,4.2,3.6
13926,Jasa Bulatovic,82.2,5,22,66,0.5,2.4,7.2
15034,Alberto Pacheco,81.2,2,40,55,0.2,4.4,6.1
14071,Jörg Ebner,79.0,16,44,53,1.8,5.0,6.0
12836,Edouard Monasta,78.1,4,20,43,0.5,2.3,4.9
13485,Stewart Shaw,78.1,9,35,47,1.0,4.0,5.4
12561,Lachlan Innes,78.0,5,39,61,0.6,4.5,7.0
12227,Ewan de Vet,77.1,3,20,45,0.3,2.3,5.2
16167,Abdul-Majid bin Labib,74.2,7,29,39,0.8,3.5,4.7
14473,Jorge Brushett,74.1,2,29,28,0.2,3.5,3.4
14253,Vinny Lopez,74.1,6,23,51,0.7,2.8,6.2
13689,Mike Pardo,74.1,4,33,45,0.5,4.0,5.4
13390,Jeremy Youngberry,74.0,10,40,50,1.2,4.9,6.1
